,etr,rn,gr,lst,soilT,airT,sm,wind,rh
8/19/2015 20:00,0.442,0,1.099,285.593,291.693,286.241,0.334,2.24,79.322
8/20/2015 20:00,1.276,4.941,11.896,286.842,288.314,284.192,0.321,1.893,85.835
8/21/2015 20:00,2.424,8.381,18.605,288.838,288.505,286.403,0.323,2.158,73.784
8/22/2015 20:00,2.412,8.153,18.348,289.386,289.487,286.811,0.324,1.944,72.714
8/23/2015 20:00,2.412,9.595,18.414,290.717,290.554,286.368,0.325,2.719,81.58
8/24/2015 20:00,2.125,7.518,14.783,290.321,290.766,286.281,0.322,1.945,76.979
8/25/2015 20:00,2.703,8.061,19.206,290.149,290.156,288.069,0.319,2.001,66.295
8/26/2015 20:00,4.083,7.325,19.851,293.4,291.718,293.142,0.322,2.114,38.175
8/27/2015 20:00,2.446,8.355,20.035,290.583,291.385,287.126,0.316,2.59,76.129
8/28/2015 20:00,2.262,9.152,17.939,290.361,291.021,286.16,0.312,2.122,82.862
8/29/2015 20:00,1.805,6.027,13.916,290.775,291.327,287.083,0.313,1.711,78.487
8/30/2015 20:00,2.065,7.97,15.654,291.077,291.308,286.552,0.313,1.687,82.141
8/31/2015 20:00,2.114,7.239,14.719,291.908,291.961,287.365,0.315,1.67,76.596
9/1/2015 20:00,2.787,10.025,20.012,292.566,292.168,287.642,0.315,2.35,75.943
9/2/2015 20:00,2.322,8.23,16.439,292.407,292.563,287.417,0.314,1.984,77.804
9/3/2015 20:00,2.337,7.94,15.944,292.479,292.66,287.642,0.313,1.976,75.946
9/4/2015 20:00,2.227,8.28,15.662,291.578,291.891,286.449,0.309,2.211,79.56
9/5/2015 20:00,2.615,7.755,15.643,292.722,292.589,287.927,0.311,2.346,69.161
9/6/2015 21:00,3.125,10.305,21.154,292.454,292.672,288.149,0.31,1.909,66.875
9/7/2015 21:00,2.786,9.922,21.447,290.925,291.801,287.246,0.304,2.234,74.089
9/8/2015 21:00,2.516,10.318,19.489,291.606,292.222,286.576,0.303,2.393,82.733
9/9/2015 21:00,3.182,11.068,21.507,293.375,292.909,288.473,0.305,2.157,72.09
9/10/2015 21:00,3.749,9.486,21.651,293.197,292.971,290.447,0.302,2.223,53.321
9/11/2015 21:00,3.037,9.55,22.016,291.868,292.588,288.284,0.297,2.145,66.847
9/12/2015 21:00,4.013,9.731,22.179,293.46,292.99,291.149,0.296,2.262,50.275
9/13/2015 21:00,2.957,11.212,21.973,292.527,293.123,287.371,0.294,2.865,77.495
9/14/2015 21:00,2.646,10.478,21.692,290.902,292.46,286.645,0.29,2.632,80.167
9/15/2015 21:00,2.809,10.014,17.965,292.262,292.494,286.848,0.29,2.438,73.548
9/16/2015 21:00,3.07,10.984,22.542,291.412,292.26,286.716,0.29,2.372,70.711
9/17/2015 21:00,3.115,12.143,22.636,291.792,292.224,286.897,0.288,2.518,76.301
9/18/2015 21:00,2.609,9.333,18.325,292.225,292.677,287.496,0.289,2.422,77.042
9/19/2015 21:00,2.986,11.418,19.806,293.533,293.297,287.645,0.291,2.923,78.399
9/20/2015 21:00,2.935,9.812,18.102,293.233,293.824,287.62,0.292,2.745,72.059
9/21/2015 21:00,3.112,11.272,22.643,291.898,292.865,286.759,0.288,2.439,71.379
9/22/2015 21:00,3.044,11.331,22.818,291.507,292.545,286.675,0.285,2.494,73.465
9/23/2015 21:00,3.145,11.048,23.179,291.344,292.476,286.978,0.283,2.068,68.347
9/24/2015 21:00,3.317,11.28,23.427,291.212,292.418,287.106,0.282,2.472,66.849
9/25/2015 21:00,3.132,11.002,22.635,292.126,292.73,287.17,0.283,2.43,70.524
9/26/2015 21:00,3.568,11.284,23.797,292.438,292.959,288.508,0.284,2.566,64.704
9/27/2015 21:00,3.085,9.292,20.188,292.015,292.912,288.505,0.397,2.598,67.347
9/28/2015 21:00,2.767,9.924,19.574,293.067,293.343,288.055,0.417,2.256,76.727
9/29/2015 21:00,3.006,10.318,19.06,294.492,294.02,289.015,0.387,2.25,74.544
9/30/2015 21:00,2.973,9.809,17.982,294.745,294.627,289.387,0.366,2.137,73.044
10/1/2015 21:00,3.703,12.915,24.007,294.72,294.44,289.405,0.347,2.65,72.009
10/2/2015 21:00,3.218,11.664,22.204,293.384,294.891,288.579,0.366,2.372,75.314
10/3/2015 21:00,3.419,12.784,23.409,293.981,294.56,288.264,0.367,2.753,75.425
10/4/2015 21:00,3.809,12.389,24.317,294.002,294.286,289.557,0.34,2.298,65.805
10/5/2015 21:00,2.9,9.832,19.853,292.713,294.091,288.141,0.322,2.45,73.352
10/6/2015 21:00,3.446,12.306,23.787,292.39,293.827,287.454,0.309,2.636,70.08
10/7/2015 21:00,3.497,12.236,24.085,292.292,293.321,287.251,0.297,2.738,68.148
10/8/2015 21:00,3.487,12.079,22.793,292.979,294.035,287.538,0.292,2.659,68.235
10/9/2015 21:00,3.481,12.993,24.616,291.893,293.623,286.396,0.283,2.347,68.559
10/10/2015 21:00,3.33,12.677,25.082,291.724,293.274,286.6,0.277,2.315,71.851
10/11/2015 21:00,3.62,13.934,25.164,293.499,294.039,287.637,0.276,2.955,74.197
10/12/2015 21:00,3.796,13.253,23.355,294.278,294.988,288.115,0.276,2.502,67.192
10/13/2015 21:00,3.452,11.522,21.184,292.616,294.364,287.686,0.27,2.184,64.623
10/14/2015 21:00,3.579,13.145,25.849,292.049,293.933,286.847,0.266,2.04,66.938
10/15/2015 21:00,3.375,13.343,25.895,291.143,293.472,286.053,0.263,2.676,72.861
10/16/2015 21:00,3.691,13.335,24.719,294.098,294.614,288.698,0.265,2.278,71.572
10/17/2015 21:00,2.757,9.853,17.635,293.143,294.685,288.253,0.263,2.286,77.166
10/18/2015 21:00,3.361,10.774,19.63,294.044,294.903,289.137,0.265,2.494,68.797
10/19/2015 21:00,3.973,13.977,24.606,294.29,295.232,288.765,0.266,2.267,67.487
10/20/2015 21:00,3.335,11.77,22.328,292.979,294.557,287.969,0.262,2.25,70.634
10/21/2015 21:00,4.118,13.624,25.597,293.752,294.814,289.065,0.263,2.574,64.031
10/22/2015 21:00,4.058,14.874,25.669,294.368,295.592,288.685,0.264,2.594,70.494
10/23/2015 21:00,4.068,13.545,22.95,296.266,296.77,290.359,0.267,2.361,67.926
10/24/2015 21:00,4.126,14.292,25.632,294.803,296.352,289.7,0.265,2.324,68.283
10/25/2015 21:00,4.068,14.513,26.125,294.81,296.407,289.669,0.264,2.643,71.57
10/26/2015 21:00,3.651,14.163,25.827,293.743,295.986,288.413,0.263,2.567,76.485
10/27/2015 21:00,3.114,10.903,18.455,294.388,295.784,288.981,0.339,2.094,74.265
10/28/2015 21:00,3.179,10.881,18.437,294.426,294.981,289.229,0.356,1.819,71.647
10/29/2015 21:00,3.686,12.748,23.79,294.024,295.235,289.473,0.34,2.466,71.321
10/30/2015 21:00,3.608,12.605,21.753,294.173,295.511,289.163,0.328,2.242,71.077
10/31/2015 21:00,3.106,10.224,16.997,293.339,294.736,288.644,0.312,2.534,71.463
11/1/2015 21:00,3.866,12.646,20.848,294.089,294.997,288.724,0.306,2.525,64.294
11/2/2015 21:00,4.125,14.829,24.492,293.379,295.07,288.189,0.3,1.782,63.936
11/3/2015 21:00,4.176,14.784,26.728,293.559,295.673,288.643,0.298,2.13,65.408
11/4/2015 21:00,4.129,15.53,26.897,293.542,295.772,288.389,0.292,2.253,70.501
11/5/2015 21:00,4.544,16.088,25.524,295.943,297.309,290.064,0.292,2.254,67.992
11/6/2015 21:00,3.55,12.238,20.497,294.68,296.613,289.307,0.283,2.084,70.435
11/7/2015 21:00,4.013,15.873,26.842,293.633,296.27,288.237,0.278,2.527,75.104
11/8/2015 21:00,3.554,12.211,19.284,294.119,295.821,288.942,0.272,2.432,70.395
11/9/2015 21:00,3.882,13.148,22.19,294.71,296.21,289.228,0.272,2.597,68.143
11/10/2015 21:00,4.128,15.679,27.777,292.643,295.915,287.758,0.268,2.176,68.999
11/11/2015 21:00,4.573,15.356,27.939,293.555,296.026,289.071,0.265,2.273,59.688
11/12/2015 21:00,4.369,16.057,27.621,294.035,296.319,289.222,0.262,2.463,70.016
11/13/2015 21:00,4.133,14.477,22.81,295.792,297.193,290.425,0.262,2.243,71.093
11/14/2015 21:00,3.513,11.829,18.439,295.03,296.461,290.248,0.257,2.278,72.445
11/15/2015 21:00,3.768,13.49,20.308,294.924,296.435,289.802,0.258,2.644,74.246
11/16/2015 21:00,4.142,14.428,23.287,295.312,297.054,290.171,0.26,2.346,70.115
11/17/2015 21:00,4.326,16.543,26.892,294.326,297.198,289.302,0.258,2.566,73.874
11/18/2015 21:00,4.364,15.76,27.587,293.019,296.239,288.704,0.304,2.353,66.58
11/19/2015 21:00,4.244,15.66,27.218,292.884,294.616,288.641,0.357,2.435,69.242
11/20/2015 21:00,4.078,15.068,25.13,292.941,294.451,288.589,0.324,2.197,69.898
11/21/2015 21:00,3.921,14.619,24.433,293.37,294.748,288.78,0.292,2.001,72.111
11/22/2015 21:00,3.662,12.903,21.667,293.701,295.23,289.531,0.269,2.101,71.911
11/23/2015 21:00,4.662,15.95,24.205,295.068,296.207,290.654,0.258,2.238,66.049
11/24/2015 21:00,4.475,15.164,24.433,294.796,296.192,290.93,0.248,2.376,67.969
11/25/2015 21:00,4.67,17.499,26.61,293.496,296.118,289.626,0.249,2.114,70.777
11/26/2015 21:00,5.052,17.039,27.889,294.221,296.258,290.961,0.259,2.195,62.767
11/27/2015 21:00,4.808,17.025,27.706,293.844,296.298,290.395,0.27,2.537,67.997
11/28/2015 21:00,4.811,17.478,26.132,294.466,296.778,290.294,0.273,2.231,69.37
11/29/2015 21:00,3.992,13.951,21.101,293.972,296.095,290.148,0.266,2.185,70.933
11/30/2015 21:00,4.715,17.18,25.452,294.519,296.911,290.52,0.269,2.354,71.195
12/1/2015 21:00,4.93,17.775,25.677,294.59,297.125,290.816,0.344,2.466,70.058
12/2/2015 21:00,4.514,17.512,25.315,292.527,295.575,289.538,0.379,2.212,74.944
12/3/2015 21:00,4.647,17.203,24.458,293.707,295.172,290.491,0.371,2.121,72.806
12/4/2015 21:00,4.532,16.85,23.864,293.681,295.122,290.415,0.377,2.197,73.688
12/5/2015 21:00,5.215,19.715,26.614,294.654,295.646,291.084,0.333,2.724,73.706
12/6/2015 21:00,4.957,18.97,25.792,294.181,295.675,290.709,0.36,2.604,74.975
12/7/2015 21:00,4.258,15.017,21.404,293.973,294.76,290.996,0.345,1.976,71.933
12/8/2015 21:00,4.624,15.911,22.467,294.657,294.916,291.498,0.312,2.252,69.645
12/9/2015 21:00,5.012,18.928,28.047,293.356,294.949,290.355,0.281,2.345,72.318
12/10/2015 21:00,4.267,15.812,23.271,293.271,295.173,290.29,0.256,2.061,74.423
12/11/2015 21:00,4.208,15.467,22.984,293.498,295.461,290.241,0.24,2.217,74.04
12/12/2015 21:00,4.154,14.19,20.539,294.144,295.847,290.901,0.229,1.911,69.13
12/13/2015 21:00,4.971,18.677,28.294,292.85,295.758,289.84,0.221,2.502,70.249
12/14/2015 21:00,4.472,17.106,24.194,293.267,295.883,289.814,0.214,2.162,74.761
12/15/2015 21:00,4.739,16.58,22.959,294.758,296.365,291.25,0.211,2.388,69.885
12/16/2015 21:00,4.414,15.861,22.482,293.95,296.393,290.449,0.207,2.501,71.871
12/17/2015 21:00,4.769,18.747,28.149,292.641,296.053,289.447,0.204,2.479,74.272
12/18/2015 21:00,4.474,16.124,23.79,293.863,296.41,290.558,0.202,2.057,71.337
12/19/2015 21:00,4.22,15.118,22.142,293.673,296.128,290.311,0.199,2.175,71.874
12/20/2015 21:00,5.284,19.498,27.166,294.414,297.176,290.697,0.201,2.304,69.661
12/21/2015 21:00,4.632,17.199,24.972,293.28,296.478,290.081,0.197,2.074,71.7
12/22/2015 21:00,4.981,18.79,28.197,293.363,296.499,290.316,0.197,2.596,72.243
12/23/2015 21:00,5.012,18.678,26.623,294.629,297.334,291.201,0.197,2.393,73.941
12/24/2015 21:00,5.196,19.153,26.825,294.66,297.568,291.317,0.197,2.335,72.279
12/25/2015 21:00,4.976,18.991,26.523,294.312,297.562,290.791,0.196,2.425,75.038
12/26/2015 21:00,4.872,18.271,24.976,294.229,297.36,290.607,0.195,2.209,73.297
12/27/2015 21:00,4.847,17.931,24.589,294.282,297.038,290.753,0.194,2.413,72.645
12/28/2015 21:00,5.095,17.473,23.739,295.714,297.66,292.303,0.196,2.371,69.225
12/29/2015 21:00,5.084,18.923,26.723,294.247,297.303,291.236,0.195,2.339,73.572
12/30/2015 21:00,4.944,17.927,24.64,294.888,297.542,291.652,0.195,2.141,73.019
12/31/2015 21:00,4.279,14.762,20.18,294.921,297.377,291.608,0.194,2.527,73.024
1/1/2016 21:00,4.582,16.61,22.933,294.085,296.81,290.824,0.194,2.42,72.608
1/2/2016 21:00,4.826,17.546,25.201,293.934,296.747,290.835,0.194,2.288,71.305
1/3/2016 21:00,4.831,17.253,25.83,294,296.682,291.148,0.195,2.288,70.65
1/4/2016 21:00,4.854,15.133,23.1,296.042,297.618,293.274,0.196,2.331,65.517
1/5/2016 21:00,5.548,18.504,26.961,295.798,297.144,293.215,0.327,2.088,65.935
1/6/2016 21:00,5.522,18.55,27.21,295.594,294.556,293.05,0.349,2.421,67.305
1/7/2016 21:00,5.798,19.416,27.32,296.407,295.801,293.589,0.299,2.473,67.299
1/8/2016 21:00,5.165,18.733,27.466,294.567,295.476,291.873,0.263,2.62,72.808
1/9/2016 21:00,4.649,15.977,22.413,295.287,295.948,292.215,0.241,2.152,71.333
1/10/2016 21:00,4.309,14.376,20.263,295.11,296.326,292.114,0.227,2.12,70.543
1/11/2016 21:00,5.37,17.864,25.226,296.138,296.805,293.003,0.247,1.993,65.621
1/12/2016 21:00,5.387,18.938,27.027,295.175,296.163,292.461,0.356,2.488,70.556
1/13/2016 21:00,5.111,17.199,23.559,295.992,295.627,293.006,0.334,2.348,69.571
1/14/2016 21:00,5.124,18.872,27.21,294.324,295.322,291.762,0.293,2.235,74.108
1/15/2016 21:00,5.256,18.793,26.988,294.98,295.777,292.406,0.263,2.229,72.505
1/16/2016 21:00,5.055,16.843,22.96,296.752,296.935,293.493,0.242,2.288,70.325
1/17/2016 21:00,4.719,16.17,21.564,296.053,297.159,293.001,0.226,2.372,73.465
1/18/2016 21:00,5.595,19.074,26.962,296.046,297.521,293.508,0.217,2.155,69.245
1/19/2016 21:00,5.547,17.885,24.778,296.866,297.656,294.115,0.309,2.097,65.444
1/20/2016 21:00,5.414,18.322,26.167,295.811,295.59,293.264,0.389,2.24,68.883
1/21/2016 21:00,5.162,17.028,23.377,296.339,295.977,293.636,0.333,2.001,68.22
1/22/2016 21:00,4.141,13.313,18.78,295.505,295.825,293.124,0.296,1.886,70.432
1/23/2016 21:00,5.456,17.593,24.173,296.959,296.672,294.145,0.269,2.305,66.964
1/24/2016 21:00,3.287,10.384,16.059,294.303,295.643,292.414,0.24,1.77,73.011
1/25/2016 21:00,5.66,18.596,26.127,296.758,297.076,294.184,0.23,2.121,67.075
1/26/2016 21:00,5.671,18.034,25.881,296.805,297.906,294.522,0.218,2.219,65.171
1/27/2016 21:00,5.358,18.043,25.912,296.455,298.345,293.991,0.21,2.291,71.145
1/28/2016 21:00,4.114,13.282,19.42,295.801,297.152,293.465,0.323,2.186,73.153
1/29/2016 21:00,5.097,17.735,25.03,295.962,296.561,293.306,0.345,2.478,73.761
1/30/2016 21:00,4.941,15.824,21.334,296.97,297.028,294.311,0.3,2.245,69.749
1/31/2016 21:00,4.876,16.105,22.337,296.18,296.957,293.6,0.267,2.092,70.304
2/1/2016 21:00,5.306,17.842,25.737,295.853,297.238,293.511,0.243,2.119,69.34
2/2/2016 21:00,4.413,14.6,21.202,295.949,297.643,293.411,0.226,1.962,72.313
2/3/2016 21:00,5.295,17.454,25.4,296.633,298.189,294.13,0.217,1.98,68.879
2/4/2016 21:00,5.062,17.222,25.881,295.578,298.216,293.181,0.21,2.205,71.082
2/5/2016 21:00,4.787,16.712,24.228,295.384,298.267,292.486,0.205,2.29,73.07
2/6/2016 21:00,4.577,15.649,22.188,295.094,297.909,292.266,0.2,2.028,71.121
2/7/2016 21:00,4.297,14.669,21.048,294.982,297.689,292.27,0.233,1.963,72.568
2/8/2016 21:00,4.185,14.242,20.779,294.578,296.834,292.153,0.299,1.677,71.586
2/9/2016 21:00,4.286,14.918,21.81,294.802,296.586,292.106,0.261,1.885,73.769
2/10/2016 21:00,4.449,14.625,20.061,295.737,296.984,293.023,0.237,2.55,72.302
2/11/2016 21:00,4.637,15.072,21.235,295.927,297.252,293.465,0.221,2.258,70.562
2/12/2016 21:00,4.6,15.255,21.025,296.066,297.696,293.318,0.212,2.079,71.505
2/13/2016 21:00,4.707,16.531,23.212,295.37,297.778,292.635,0.206,2.138,74.301
2/14/2016 21:00,4.695,16.045,22.061,295.83,297.791,292.976,0.274,2.089,72.723
2/15/2016 21:00,4.285,14.924,20.263,295.115,297.154,292.248,0.303,2.532,75.38
2/16/2016 21:00,3.878,12.981,18.388,294.701,296.488,292.12,0.266,1.898,72.979
2/17/2016 21:00,5.031,16.685,22.562,296.119,297.07,293.334,0.244,2.014,68.649
2/18/2016 21:00,4.737,16.548,24.228,294.578,296.773,292.294,0.224,2.211,72.691
2/19/2016 21:00,4.232,14.705,21.949,294.693,296.962,292.179,0.213,2.18,74.783
2/20/2016 21:00,4.865,15.349,21.163,296.623,297.68,293.808,0.209,2.266,67.647
2/21/2016 21:00,4.518,14.3,21.533,295.726,297.39,293.691,0.204,1.969,68.466
2/22/2016 21:00,5.374,16.515,23.326,297.57,298.341,295.394,0.203,2.099,65.762
2/23/2016 21:00,5.068,16.216,23.11,296.446,298.263,294.46,0.27,2.068,68.599
2/24/2016 21:00,4.694,15.937,21.655,296.488,297.774,293.859,0.302,2.453,75.285
2/25/2016 21:00,4.849,16.543,21.778,296.42,297.547,293.585,0.264,2.31,73.926
2/26/2016 21:00,4.606,15.747,21.9,295.726,297.166,293.225,0.238,2.247,74.3
2/27/2016 21:00,4.336,15.268,22.351,294.665,296.672,292.38,0.222,2.306,76.022
2/28/2016 21:00,3.625,12.483,18.552,294.704,296.447,292.177,0.213,1.936,77.256
2/29/2016 21:00,4.26,14.869,20.851,295.158,296.616,292.277,0.211,2.135,75.199
3/1/2016 21:00,4.159,15.227,22.449,293.923,295.908,291.243,0.206,2.266,77.031
3/2/2016 21:00,4.107,14.055,18.86,295.209,296.208,292.315,0.205,1.971,74.145
3/3/2016 21:00,3.236,10.844,15.39,294.743,296.031,292.176,0.203,1.87,77.561
3/4/2016 21:00,3.54,11.98,16.696,294.893,295.749,292.271,0.257,1.673,75.771
3/5/2016 21:00,4.314,13.892,19.091,295.9,295.757,293.408,0.286,2.058,70.99
3/6/2016 21:00,3.579,12.09,17.546,293.956,294.691,291.606,0.304,1.879,74.346
3/7/2016 21:00,4.226,13.645,18.777,295.147,294.857,292.53,0.316,2.251,70.207
3/8/2016 21:00,4.164,14.645,21.884,293.458,293.91,291.393,0.278,2.017,73.631
3/9/2016 21:00,3.491,12.023,18.406,293.261,293.682,291.231,0.253,1.828,75.334
3/10/2016 21:00,3.812,12.863,19.697,293.394,293.592,291.231,0.236,1.934,71.729
3/11/2016 21:00,3.771,12.147,18.5,293.193,293.494,291.587,0.225,1.541,66.495
3/12/2016 21:00,4.427,13.969,21.333,294.066,293.776,292.337,0.219,2.28,66.598
3/13/2016 21:00,3.171,10.607,15.633,294.217,294.186,291.785,0.216,1.86,76.942
3/14/2016 21:00,4.013,13.537,18.324,295.436,294.857,292.749,0.262,2.191,75.303
3/15/2016 21:00,2.101,6.019,9.769,293.769,294.173,291.781,0.3,1.685,76.801
3/16/2016 21:00,2.089,6.549,11.277,293.764,293.589,291.851,0.283,1.193,77.859
3/17/2016 21:00,2.462,8.577,12.937,292.53,292.768,290.468,0.261,1.46,80.593
3/18/2016 21:00,3.18,10.754,15.139,294.117,293.296,291.626,0.247,1.787,76.996
3/19/2016 21:00,2.948,9.589,14.099,293.643,293.077,291.416,0.234,1.59,74.438
3/20/2016 21:00,3.039,11.105,16.336,292.317,292.627,289.995,0.225,1.72,79.632
3/21/2016 21:00,2.656,9.787,14.618,291.559,292.185,289.289,0.22,1.885,81.366
3/22/2016 21:00,1.816,5.68,9.521,290.991,292.059,289.491,0.218,1.483,78.549
3/23/2016 21:00,3.453,11.904,17.006,292.79,291.952,290.523,0.217,1.413,71.6
3/24/2016 21:00,3.618,12.516,19.662,292.544,292.152,290.478,0.216,1.916,72.963
3/25/2016 21:00,3.798,12.465,17.478,294.494,293.537,292.072,0.255,1.814,71.341
3/26/2016 21:00,3.431,12.18,18.013,292.928,292.864,290.524,0.283,2.012,76.72
3/27/2016 21:00,3.74,12.357,17.792,294.186,293.058,291.718,0.262,1.699,70.702
3/28/2016 21:00,3.544,12.207,18.953,293.062,292.646,290.89,0.243,1.798,73.892
3/29/2016 21:00,3.029,10.431,16.873,291.935,292.097,290.238,0.231,1.649,75.414
3/30/2016 21:00,3.362,12.21,18.327,292.892,292.317,290.53,0.227,2.184,79.116
3/31/2016 21:00,2.997,9.744,13.588,294.857,293.422,292.247,0.228,1.674,76.485
4/1/2016 21:00,3.783,12.007,16.491,295.768,294.085,293.045,0.229,1.843,71.52
4/2/2016 21:00,1.574,4.626,7.315,291.801,293.096,290.011,0.224,1.837,81.903
4/3/2016 20:00,2.479,8.25,13.345,292.206,292.349,290.178,0.221,1.689,77.748
4/4/2016 20:00,2.357,6.269,11.547,293.233,292.94,291.56,0.223,2.1,73.5
4/5/2016 20:00,2.739,9.564,15.611,291.95,292.241,289.655,0.22,1.671,77.393
4/6/2016 20:00,3.127,11.26,17.721,291.837,292.083,289.467,0.219,1.911,76.868
4/7/2016 20:00,2.774,10.463,16.728,290.659,291.736,288.32,0.217,1.887,79.733
4/8/2016 20:00,3.004,11.841,18.5,289.998,291.056,287.477,0.214,1.74,78.965
4/9/2016 20:00,2.76,11.043,16.924,289.489,290.714,287.162,0.213,1.778,80.969
4/10/2016 20:00,1.809,5.376,8.605,291.395,291.142,289.378,0.214,1.228,73.279
4/11/2016 20:00,3.59,11.088,16.15,293.633,292.199,291.257,0.218,1.599,63.876
4/12/2016 20:00,3.18,10.234,16.784,291.341,291.396,289.521,0.214,1.742,67.395
4/13/2016 20:00,2.779,10.218,16.71,290.831,291.408,288.62,0.215,2.076,79.082
4/14/2016 20:00,2.738,9.805,14.59,292.094,291.843,289.553,0.222,1.82,79.384
4/15/2016 20:00,3.389,11.475,16.222,294.428,292.833,291.767,0.23,1.787,75.979
4/16/2016 20:00,3.585,11.989,16.607,295.252,293.844,292.501,0.237,2.049,76.382
4/17/2016 20:00,1.788,5.437,8.118,292.056,293.091,289.812,0.23,2.008,81.175
4/18/2016 20:00,2.621,9.41,13.818,291.594,292.048,288.994,0.225,2.163,79.895
4/19/2016 20:00,1.015,2.416,5.385,289.658,291.424,288.256,0.221,1.326,78.603
4/20/2016 20:00,2.498,8.922,15.891,289.995,290.305,287.945,0.218,1.894,77.527
4/21/2016 20:00,1.916,5.928,9.735,291.857,291.437,289.334,0.222,1.319,75.019
4/22/2016 20:00,0.41,0.667,4.662,287.581,289.814,286.6,0.229,0.994,84.294
4/23/2016 20:00,1.509,3.015,6.362,290.844,290.439,289.737,0.24,1.923,73.438
4/24/2016 20:00,2.053,6.48,12.294,289.007,290.058,287.087,0.233,1.893,74.046
4/25/2016 20:00,2.234,7.712,15.438,287.195,288.328,285.142,0.223,1.538,68.747
4/26/2016 20:00,2.058,6.55,11.949,288.224,288.698,286.501,0.221,1.793,72.372
4/27/2016 20:00,2.273,7.146,13.414,290.436,289.958,288.356,0.223,1.787,73.263
4/28/2016 20:00,2.007,7.887,13.624,288.418,289.443,286.031,0.219,1.832,82.759
4/29/2016 20:00,2.298,8.3,14.54,289.836,289.964,287.545,0.219,1.897,79.06
4/30/2016 20:00,2.652,8.551,13.399,292.379,291.04,289.946,0.222,1.606,73.029
5/1/2016 20:00,2.093,6.43,12.352,291.892,291.505,289.76,0.222,1.504,75.036
5/2/2016 20:00,1.914,7.439,12.595,290.29,291.064,287.593,0.219,1.833,86.141
5/3/2016 20:00,1.339,3.917,7.204,290.603,291.02,288.491,0.218,1.57,81.063
5/4/2016 20:00,2.095,6.653,10.779,291.466,291.066,288.894,0.248,1.62,75.831
5/5/2016 20:00,1.049,2.752,7.046,289.064,290.225,287.578,0.294,1.432,80.432
5/6/2016 20:00,0.474,0.919,2.983,288.181,289.517,287.036,0.296,1.197,86.242
5/7/2016 20:00,1.129,2.698,6.371,289.377,289.299,288.052,0.286,1.504,78.005
5/8/2016 20:00,0.757,1.69,4.789,289.627,289.557,288.471,0.278,0.816,75.661
5/9/2016 20:00,0.761,0.978,5.792,287.333,288.168,286.704,0.265,1.526,77.046
5/10/2016 20:00,1.924,6.483,11.845,290.072,289.499,288.399,0.264,1.303,77.743
5/11/2016 20:00,2.446,6.977,13.197,291.254,289.901,290.176,0.327,1.392,65.864
5/12/2016 20:00,2.432,6.479,12.482,291.171,289.474,289.358,0.323,1.834,66.03
5/13/2016 20:00,2.183,7.049,12.022,291.117,290.488,288.312,0.307,1.668,74.767
5/14/2016 20:00,0.831,1.91,6.707,287.442,288.473,286.542,0.287,1.075,76.665
5/15/2016 20:00,1.955,6.122,12.507,290.132,289.238,288.215,0.282,1.748,76.314
5/16/2016 20:00,2.032,6.931,12.057,290.246,289.989,287.622,0.275,1.686,77.941
5/17/2016 20:00,1.406,4.894,8.311,289.025,289.144,286.373,0.264,1.317,81.716
5/18/2016 20:00,1.612,4.73,8.99,289.353,289.579,287.345,0.259,1.573,75.304
5/19/2016 20:00,1.466,4.972,11.024,287.534,288.333,285.93,0.249,1.454,79.739
5/20/2016 20:00,1.777,5.8,12.617,288.769,288.956,287.122,0.246,1.552,76.884
5/21/2016 20:00,1.889,4.188,11.417,288.932,288.424,288.584,0.239,1.388,59.405
5/22/2016 20:00,1.461,4.055,10.132,287.745,288.542,286.352,0.234,1.799,75.963
5/23/2016 20:00,1.085,3.226,8.223,288.668,288.845,286.829,0.233,1.517,82.697
5/24/2016 20:00,0.851,2.455,6.098,287.931,288.714,286.286,0.229,1.263,83.479
5/25/2016 20:00,1.57,5.546,11.037,288.359,288.782,286.255,0.228,1.94,82.877
5/26/2016 20:00,0.641,0.837,5.36,287.437,288.488,286.501,0.224,1.551,80.865
5/27/2016 20:00,1.487,5.164,9.287,289.123,288.617,286.477,0.224,1.293,80.594
5/28/2016 20:00,0.644,0.75,3.956,288.077,288.645,286.985,0.221,1.556,80.469
5/29/2016 20:00,1.349,3.533,9.15,288.285,288.22,287.127,0.22,1.659,76.354
5/30/2016 20:00,0.897,2.795,7.044,287.926,288.718,286.198,0.219,1.599,86.467
5/31/2016 20:00,1.3,3.861,8.631,288.453,288.647,287.013,0.218,1.164,76.054
6/1/2016 20:00,0.766,0.823,4.669,287.914,288.222,288.057,0.215,0.804,60.503
6/2/2016 20:00,2.014,3.134,7.237,289.899,288.76,289.29,0.215,1.586,51.508
6/3/2016 20:00,1.862,4.789,9.746,290.161,289.576,288.518,0.217,1.693,69.885
6/4/2016 20:00,1.772,6.147,9.645,290.209,290.034,286.802,0.217,1.675,79.905
6/5/2016 20:00,1.463,4.595,11.796,286.957,289.013,285.141,0.213,1.437,74.821
6/6/2016 20:00,1.487,4.685,11.871,285.918,287.431,284.5,0.207,1.929,76.957
6/7/2016 20:00,1.296,4.689,10.843,286.588,288.148,283.996,0.208,1.748,82.527
6/8/2016 20:00,0.79,3.04,9.01,282.843,286.096,281.222,0.201,1.421,86.32
6/9/2016 20:00,1.704,4.355,11.168,286.395,286.433,285.59,0.203,1.564,64.814
6/10/2016 20:00,1.666,1.509,6.762,287.973,287.223,288.257,0.204,1.665,51.233
